Champion,AD_p,AP_p,TD_p,avg_dpm,tank_death,tank_time,deal_death,deal_time,tank_death_norm,tank_time_norm,tank_norm_total,deal_death_norm,deal_time_norm,deal_norm_total
hecarim,241.24,68.46,16.3,326.0,24677.8,912.0,8820.0,326.0,4.329568874244293,1.3471426953965098,5.676711569640803,1.972580767223421,0.6447243764742532,2.617305143697674
morgana,19.0575,597.135,19.0575,635.25,4787.01944,678.625,4747.2778,635.25,0.8398532433128703,1.002417446999404,1.8422706903122743,1.061722095798947,1.2563225771634028,2.31804467296235
vayne,446.22,33.3,179.82,666.0,4911.82609,555.0,5965.913,666.0,0.8617498056943912,0.8198072323959023,1.6815570380902933,1.334268168109771,1.3171363028584435,2.6514044709682145
mel,39.0,725.4,15.6,780.0,3605.84375,500.2143,5784.0938,780.0,0.6326232024486916,0.7388816232213578,1.3715048256700495,1.293604556201387,1.5425920664107897,2.8361966226121766
qiyana,465.0265,43.7672,38.2963,547.09,5349.62463,699.1875,4134.0522,547.09,0.9385588783010903,1.032790935677135,1.9713498139782253,0.9245750408636816,1.0819701200162553,2.006545160879937
tryndamere,420.7375,4.3375,8.675,433.75,10595.14286,1102.0,4236.0,433.75,1.8588529263073557,1.627797423604116,3.4866503499114714,0.9473755249385954,0.8578196266739488,1.8051951516125442
lissandra,30.644,569.9784,12.2576,612.88,6426.03846,643.875,6244.4231,612.88,1.1274090924277178,0.9510871743403813,2.078496266768099,1.3965565656990537,1.212081827771596,2.60863839347065
rammus_support,71.94,122.08,23.98,218.0,2798.7,827.0,738.2,218.0,0.4910147747508896,1.2215866327773175,1.712601407528207,0.16509740616375618,0.4311347057404515,0.5962321119042077
reksai,309.6737,146.0725,128.5438,584.29,10225.7451,1308.0417,4553.9804,584.29,1.794044351640588,1.9321478305142903,3.726192182154878,1.0184914003800933,1.1555398954912313,2.1740312958713246
camille_support,207.7,6.2,93.0,310.0,2374.5,607.6667,1221.8182,310.0,0.41659148270482277,0.8976028027858577,1.3141942854906805,0.2732579458462063,0.6130814622914678,0.8863394081376741
xerath,8.655,856.845,0.0,865.5,5050.16667,503.0,8456.1667,865.5,0.8860208132077394,0.7429964646759258,1.6290172778836651,1.8912099542919665,1.7116838890750494,3.602893843367016
lux_support,19.12,198.37,19.12,239.0,4582.14286,332.0,3322.7143,239.0,0.8039089020900051,0.49040720928908027,1.2943161113790853,0.7431204448025207,0.4726660306053574,1.215786475407878
kog,371.788,462.468,72.544,906.8,4772.27778,565.6,7308.5556,906.8,0.8372669093491177,0.8354648119695899,1.6727317213187076,1.6345483234402527,1.7933621613093642,3.427910484749617
udyr,124.1496,382.7946,5.1729,517.29,7869.52941,976.9048,4124.6588,517.29,1.3806607391455503,1.4430155322563467,2.8236762714018973,0.9224742199817274,1.0230351923508172,1.9455094123325445
ornn_support,77.575,187.25,2.675,267.5,4352.58333,823.0,1368.8333,267.5,0.7636340884569361,1.2156781121834732,1.9793122006404094,0.30613766906065387,0.529029971493444,0.8351676405540979
leblanc_support,28.07,316.79,56.14,401.0,3047.0,445.0,2744.8,401.0,0.5345774890720552,0.6573229160651829,1.191900405137238,0.6138707131377377,0.7930505367060598,1.4069212498437975
amumu,14.22,120.08,23.7,158.0,6281.87,809.5,1199.7,158.0,1.1021156190604107,1.1957368551792484,2.297852474239659,0.26831124109273674,0.31247377755500616,0.5807850186477429
twitch,832.595,9.355,93.55,935.5,4546.125,583.25,7489.375,935.5,0.7975897891393819,0.861536159089928,1.65912594822931,1.6749883314652958,1.8501216386247357,3.5251099700900315
zac,26.145,383.46,26.145,435.75,8854.24615,832.25,4672.3846,435.75,1.5534232604177591,1.2293415660567382,2.782764826474497,1.0449723354910314,0.861774990946797,1.9067473264378285
kled,575.5113,50.5944,12.6486,632.43,11591.04,1257.4286,5780.64,632.43,2.033576980286759,1.8573856945972145,3.8909626748839736,1.292832118621587,1.250745513538687,2.543577632160274
rumble_support,10.56,469.92,47.52,528.0,3117.75,377.0,4371.0,528.0,0.5469901432735149,0.5568780659698291,1.103868209243344,0.9775680877022191,1.0442161680319193,2.0217842557341386
volibear,234.2736,157.5288,16.1568,403.92,7547.15957,838.7692,3677.4894,403.92,1.3241029250268235,1.2389712729205855,2.563074197947409,0.82246540386712,0.7988253685444182,1.6212907724115382
seraphine,50.28,787.72,0.0,838.0,8339.5,508.0,13770.0,838.0,1.463114200891501,0.7503821154182313,2.2134963163097323,3.0796414018896265,1.657297630323387,4.736939032213014
malphite,155.62,346.38,0.0,502.0,5607.6,875.0,3218.2,502.0,0.9838190770332972,1.2924888799034495,2.276307956936747,0.7197459665621784,0.9927964324848929,1.7125423990470714
annie_support,24.2,195.8,0.0,220.0,2049.0,479.0,939.4286,220.0,0.3594845011843259,0.7075453411128598,1.0670298422971858,0.21010190346254243,0.4350900700132997,0.6451919734758421
zilean_support,34.96,101.84,15.2,152.0,2901.16667,493.0,896.8333,152.0,0.5089919244595128,0.728225163191315,1.2372170876508277,0.20057552369450254,0.3006076847364616,0.5011832084309642
lulu,76.96,399.23,4.81,481.0,4558.75,584.0,3757.0,481.0,0.7998047680693243,0.8626440067012737,1.662448774770598,0.8402478392809969,0.9512651076199871,1.7915129469009838
rengar,203.15,23.9,14.34,239.0,5209.75,1069.0,1164.3333,239.0,0.9140187311103181,1.5790521287049002,2.4930708598152185,0.2604015276890904,0.4726660306053574,0.7330675582944478
sion_support,171.55,58.75,4.7,235.0,5325.14286,1418.0,880.5714,235.0,0.9342637016897875,2.094570550517819,3.0288342522076066,0.19693857231371906,0.46475530205966104,0.6616938743733801
shyvana,40.05,329.3,75.65,445.0,6908.65,775.0,3965.0,445.0,1.2120803314334274,1.144775865057341,2.356856196490768,0.8867667507982839,0.8800685507087198,1.7668353015070037
graves,533.11,11.98,53.91,599.0,2636.43333,599.0,2637.1667,599.0,0.4625460812790538,0.88480095892819,1.3473470402072438,0.5897986748732492,1.1846315997180297,1.7744302745912788
nasus,328.635,156.96,0.0,490.5,5586.9,944.0,2880.1,490.5,0.9801873888075696,1.3944108601472645,2.3745982489548343,0.6441303704852805,0.9700530879160159,1.6141834584012964
singed,24.4,375.76,87.84,488.0,3667.5,644.0,2777.25,488.0,0.6434404139060591,0.9512718156089389,1.594712229514998,0.6211281106316605,0.9651088825749556,1.586236993206616
ekko,66.385,300.685,19.525,390.5,4922.42857,629.5,3045.7143,390.5,0.8636099458769764,0.9298534284562532,1.7934633743332296,0.6811697789838259,0.7722848742736069,1.4534546532574328
